route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
4125,False,1611,0.7153122595524213,47,2714.2135623730965,2719.0930566144875,146.9533589112479,18.469898085230827,25.72836545459348,0.8249215557561222,7.379698207533339,0.9497820379050316,18.369169863905988,281.630830136094,228.907470703125,253.74635314941406
4126,False,1632,0.7148943216439326,47,2714.2135623730965,2718.727210939212,146.9546121130261,18.46974057735278,26.933587059456976,0.8167217301166312,6.058866337941516,0.9587704921211897,18.36932651412826,281.63067348587174,230.23468017578125,253.74635314941406
4127,False,1447,0.7189723801876163,47,2714.2135623730965,2718.97307551836,146.9549931205458,18.469692691194595,25.368969492811782,0.8273691219732707,7.424520860260744,0.9494775869631699,18.369374140068224,281.6306258599318,228.9864501953125,253.74635314941406
4128,False,1713,0.7134272328207901,47,2714.2135623730965,2719.081813966732,146.9552629473534,18.469658778709146,24.87122983527157,0.8307564537910992,8.348392085778078,0.9431909281890171,18.369407868419174,281.63059213158084,228.9864501953125,253.74635314941406
4129,False,1865,0.7108194689488223,47,2714.2135623730965,2718.794224552767,146.9575692903881,18.46936891702265,28.55772022260954,0.8056737032294029,4.2025038472822756,0.9714032841753246,18.369696161298513,281.6303038387015,228.907470703125,253.74635314941406
4130,False,1964,0.7091543208523279,47,2714.2135623730965,2719.194088887818,146.95865401004446,18.46923259236971,27.45433129965896,0.8131832964543722,5.978524587006805,0.9593183223725077,18.369831751255557,281.63016824874444,228.907470703125,254.47560119628906
4131,False,1360,0.7211035405887956,47,2714.2135623730965,2719.039327724047,146.96124791515084,18.468906605503022,26.026638339423997,0.8229013518281318,6.535156894343638,0.9555314275902396,18.370155989393854,281.6298440106061,228.907470703125,253.74635314941406
4132,False,1583,0.7157913405823595,47,2714.2135623730965,2718.61039321031,146.96237945430943,18.46876440386531,25.945064105040082,0.8234577842208496,7.108973659826229,0.9516272553137559,18.370297431788675,281.6297025682113,230.23468017578125,253.74635314941406
4133,False,1699,0.7137598784786495,47,2714.2135623730965,2719.10140777028,146.9648279852512,18.468456702072174,27.049876446665458,0.8159431966308287,6.02334723973421,0.9590150424267588,18.3706034981564,281.6293965018436,228.9864501953125,253.74635314941406
4134,False,2035,0.7079077202629562,47,2714.2135623730965,2718.8341848623,146.96522229082532,18.46840715146891,27.584380853060786,0.8123067456158108,5.936409126389082,0.9596067080779037,18.370652786353165,281.62934721364684,228.9864501953125,253.74635314941406
